2020-04-14 16:22:05,034 +0530 [main] INFO  (NewsMailer.java:83) - HeadingName=QNB posts modest rise in Q1 profit as loan loss charge rises Date=April 12 2020
2020-04-14 16:23:52,041 +0530 [main] INFO  (NewsMailer.java:102) - NewWindowHeadingName=QNB posts modest rise in Q1 profit as loan loss charge rises | ZAWYA MENA Edition NewWindowDate=2020
2020-04-14 16:23:52,382 +0530 [main] INFO  (NewsMailer.java:82) - Heading Number 15
2020-04-14 16:23:52,382 +0530 [main] INFO  (NewsMailer.java:83) - HeadingName=Qatar takes lead in bond issue; Gulf countries may follow suit: Oxford Economics Date=April 11 2020
2020-04-14 16:23:57,623 +0530 [main] INFO  (NewsMailer.java:102) - NewWindowHeadingName=Qatar takes lead in bond issue; Gulf countries may follow suit: Oxford Economics NewWindowDate=April 11 2020
2020-04-14 16:23:57,994 +0530 [main] INFO  (NewsMailer.java:82) - Heading Number 16
2020-04-14 16:23:57,995 +0530 [main] INFO  (NewsMailer.java:83) - HeadingName=QSE surges 531 points on slowdown in Covid-19-related fatalities Date=April 10 2020
2020-04-14 16:24:02,496 +0530 [main] INFO  (NewsMailer.java:102) - NewWindowHeadingName=QSE surges 531 points on slowdown in Covid-19-related fatalities NewWindowDate=April 10 2020
2020-04-14 16:24:02,851 +0530 [main] INFO  (NewsMailer.java:82) - Heading Number 17
2020-04-14 16:24:02,852 +0530 [main] INFO  (NewsMailer.java:83) - HeadingName=QSE snaps four days of bullish run to settle below 9,000 points Date=April 09 2020
2020-04-14 16:24:07,698 +0530 [main] INFO  (NewsMailer.java:102) - NewWindowHeadingName=QSE snaps four days of bullish run to settle below 9,000 points NewWindowDate=April 09 2020
2020-04-14 16:24:08,061 +0530 [main] INFO  (NewsMailer.java:82) - Heading Number 18
2020-04-14 16:24:08,062 +0530 [main] INFO  (NewsMailer.java:83) - HeadingName=Qatar issues $10bn bonds in international debt markets Date=April 08 2020
2020-04-14 16:24:12,860 +0530 [main] INFO  (NewsMailer.java:102) - NewWindowHeadingName=Qatar issues $10bn bonds in international debt markets NewWindowDate=April 08 2020
2020-04-14 16:24:13,204 +0530 [main] INFO  (NewsMailer.java:82) - Heading Number 19
2020-04-14 16:24:13,204 +0530 [main] INFO  (NewsMailer.java:83) - HeadingName=Qatar banks post 13% jump in domestic credit to QR1tn at end of February: QCB Date=April 06 2020
2020-04-14 16:24:17,657 +0530 [main] INFO  (NewsMailer.java:102) - NewWindowHeadingName=Qatar banks post 13% jump in domestic credit to QR1tn at end of February: QCB NewWindowDate=April 06 2020
2020-04-14 16:24:18,042 +0530 [main] INFO  (NewsMailer.java:82) - Heading Number 20
2020-04-14 16:24:18,043 +0530 [main] INFO  (NewsMailer.java:83) - HeadingName=QSE jumps 222 points on across-the-board buying Date=April 06 2020
2020-04-14 16:24:22,250 +0530 [main] INFO  (NewsMailer.java:102) - NewWindowHeadingName=QSE jumps 222 points on across-the-board buying NewWindowDate=April 06 2020
2020-04-14 16:24:22,666 +0530 [main] INFO  (NewsMailer.java:82) - Heading Number 21
2020-04-14 16:24:22,667 +0530 [main] INFO  (NewsMailer.java:83) - HeadingName=QDB launches National Guarantee Programme to back private firms Date=April 05 2020
2020-04-14 16:24:26,958 +0530 [main] INFO  (NewsMailer.java:102) - NewWindowHeadingName=QDB launches National Guarantee Programme to back private firms NewWindowDate=April 05 2020
2020-04-14 16:24:27,322 +0530 [main] INFO  (NewsMailer.java:82) - Heading Number 22
2020-04-14 16:24:27,323 +0530 [main] INFO  (NewsMailer.java:83) - HeadingName=Growing Islamic banking and finance in Qatar Date=April 04 2020
2020-04-14 16:25:20,884 +0530 [main] INFO  (NewsMailer.java:102) - NewWindowHeadingName=Growing Islamic banking and finance in Qatar - The Peninsula Qatar NewWindowDate= 04 Apr 2020
2020-04-14 16:25:21,210 +0530 [main] INFO  (NewsMailer.java:82) - Heading Number 23
2020-04-14 16:25:21,210 +0530 [main] INFO  (NewsMailer.java:83) - HeadingName=QSE closes in the negative as domestic funds turn bearish Date=April 03 2020
2020-04-14 16:25:26,082 +0530 [main] INFO  (NewsMailer.java:102) - NewWindowHeadingName=QSE closes in the negative as domestic funds turn bearish NewWindowDate=April 03 2020
2020-04-14 16:25:26,581 +0530 [main] INFO  (NewsMailer.java:82) - Heading Number 24
2020-04-14 16:25:26,581 +0530 [main] INFO  (NewsMailer.java:83) - HeadingName=Banking and industrials stocks help Qatar bourse jump 3.21% Date=April 02 2020
2020-04-14 16:25:32,750 +0530 [main] INFO  (NewsMailer.java:102) - NewWindowHeadingName=Banking and industrials stocks help Qatar bourse jump 3.21% NewWindowDate=April 02 2020
2020-04-14 16:25:33,137 +0530 [main] INFO  (NewsMailer.java:82) - Heading Number 25
2020-04-14 16:25:33,138 +0530 [main] INFO  (NewsMailer.java:83) - HeadingName=QU graduate develops first critical appraisal tool in pharmacokinetics Date=April 14 2020
2020-04-14 16:25:40,289 +0530 [main] INFO  (NewsMailer.java:102) - NewWindowHeadingName=QU graduate develops first critical appraisal tool in pharmacokinetics NewWindowDate=April 14 2020
2020-04-14 16:25:40,693 +0530 [main] INFO  (NewsMailer.java:82) - Heading Number 26
2020-04-14 16:25:40,694 +0530 [main] INFO  (NewsMailer.java:83) - HeadingName=HMC's virtual consultation offers access to 14 specialties Date=April 13 2020
2020-04-14 16:25:45,457 +0530 [main] INFO  (NewsMailer.java:102) - NewWindowHeadingName=HMC's virtual consultation offers access to 14 specialties NewWindowDate=April 13 2020
2020-04-14 16:25:45,843 +0530 [main] INFO  (NewsMailer.java:82) - Heading Number 27
2020-04-14 16:25:45,845 +0530 [main] INFO  (NewsMailer.java:83) - HeadingName=Qatar agriculture sector not affected by Covid-19, boosting food production Date=April 12 2020
2020-04-14 16:25:50,318 +0530 [main] INFO  (NewsMailer.java:102) - NewWindowHeadingName=Qatar agriculture sector not affected by Covid-19, boosting food production NewWindowDate=April 12 2020
2020-04-14 16:25:50,695 +0530 [main] INFO  (NewsMailer.java:82) - Heading Number 28
2020-04-14 16:25:50,696 +0530 [main] INFO  (NewsMailer.java:83) - HeadingName=Qatar Steel first company in Mideast to achieve '1 Rosette' rating for good performance Date=April 12 2020
2020-04-14 16:25:57,628 +0530 [main] INFO  (NewsMailer.java:102) - NewWindowHeadingName=Qatar Steel first company in Mideast to achieve '1 Rosette' rating for good performance NewWindowDate=April 12 2020
2020-04-14 16:25:58,005 +0530 [main] INFO  (NewsMailer.java:82) - Heading Number 29
2020-04-14 16:25:58,006 +0530 [main] INFO  (NewsMailer.java:83) - HeadingName=QF Equine Center inks MoU with University of Montreal Date=April 09 2020
2020-04-14 16:26:02,280 +0530 [main] INFO  (NewsMailer.java:102) - NewWindowHeadingName=QF Equine Center inks MoU with University of Montreal NewWindowDate=April 09 2020
2020-04-14 16:26:02,641 +0530 [main] INFO  (NewsMailer.java:82) - Heading Number 30
2020-04-14 16:26:02,641 +0530 [main] INFO  (NewsMailer.java:83) - HeadingName=Govt measures to bolster Qatar's real estate sector: Ezdan Date=April 06 2020
2020-04-14 16:26:07,672 +0530 [main] INFO  (NewsMailer.java:102) - NewWindowHeadingName=Govt measures to bolster Qatar's real estate sector: Ezdan NewWindowDate=April 06 2020
2020-04-14 16:26:08,051 +0530 [main] INFO  (NewsMailer.java:82) - Heading Number 31
2020-04-14 16:26:08,051 +0530 [main] INFO  (NewsMailer.java:83) - HeadingName=MoPH training around 35,000 volunteers to help fight coronavirus Date=April 06 2020
2020-04-14 16:26:12,902 +0530 [main] INFO  (NewsMailer.java:102) - NewWindowHeadingName=MoPH training around 35,000 volunteers to help fight coronavirus NewWindowDate=April 06 2020
2020-04-14 16:26:13,312 +0530 [main] INFO  (NewsMailer.java:82) - Heading Number 32
2020-04-14 16:26:13,312 +0530 [main] INFO  (NewsMailer.java:83) - HeadingName=Doha Clinic Hospital introduces counselling hotline Date=April 05 2020
2020-04-14 16:26:17,841 +0530 [main] INFO  (NewsMailer.java:102) - NewWindowHeadingName=Doha Clinic Hospital introduces counselling hotline NewWindowDate=April 05 2020
2020-04-14 16:26:18,240 +0530 [main] INFO  (NewsMailer.java:82) - Heading Number 33
2020-04-14 16:26:18,241 +0530 [main] INFO  (NewsMailer.java:83) - HeadingName=QCS launches ‘Thyroid Vitality’ campaign through online platforms Date=April 05 2020
2020-04-14 16:26:22,857 +0530 [main] INFO  (NewsMailer.java:102) - NewWindowHeadingName=QCS launches ‘Thyroid Vitality’ campaign through online platforms NewWindowDate=April 05 2020
2020-04-14 16:26:23,234 +0530 [main] INFO  (NewsMailer.java:82) - Heading Number 34
2020-04-14 16:26:23,235 +0530 [main] INFO  (NewsMailer.java:83) - HeadingName=Respiratory patients urged to take extra precautions Date=April 04 2020
2020-04-14 16:26:27,533 +0530 [main] INFO  (NewsMailer.java:102) - NewWindowHeadingName=Respiratory patients urged to take extra precautions NewWindowDate=April 04 2020
2020-04-14 16:26:27,905 +0530 [main] INFO  (NewsMailer.java:82) - Heading Number 35
2020-04-14 16:26:27,906 +0530 [main] INFO  (NewsMailer.java:83) - HeadingName=Qatar participates in WHO regional meet on Covid-19 Date=April 03 2020
2020-04-14 16:26:32,419 +0530 [main] INFO  (NewsMailer.java:102) - NewWindowHeadingName=Qatar participates in WHO regional meet on Covid-19 NewWindowDate=April 03 2020
2020-04-14 16:26:32,805 +0530 [main] INFO  (NewsMailer.java:82) - Heading Number 36
2020-04-14 16:26:32,805 +0530 [main] INFO  (NewsMailer.java:83) - HeadingName=Al-Ahli Hospital forms COVID-19 taskforce to implement strategic measures and limit the spread of pandemic Date=April 02 2020
2020-04-14 16:27:26,357 +0530 [main] INFO  (NewsMailer.java:102) - NewWindowHeadingName=Al-Ahli Hospital forms COVID-19 taskforce to implement strategic measures and limit the spread of pandemic - The Peninsula Qatar NewWindowDate= 02 Apr 2020
2020-04-14 16:27:26,647 +0530 [main] INFO  (NewsMailer.java:82) - Heading Number 37
2020-04-14 16:27:26,647 +0530 [main] INFO  (NewsMailer.java:83) - HeadingName=Qatar to introduce rapid test for Covid-19 soon Date=April 01 2020
2020-04-14 16:27:31,386 +0530 [main] INFO  (NewsMailer.java:102) - NewWindowHeadingName=Qatar to introduce rapid test for Covid-19 soon NewWindowDate=April 01 2020
2020-04-14 16:27:31,757 +0530 [main] INFO  (NewsMailer.java:82) - Heading Number 38
2020-04-14 16:27:31,758 +0530 [main] INFO  (NewsMailer.java:83) - HeadingName=Qatar launches remote healthcare services Date=April 01 2020
2020-04-14 16:27:36,201 +0530 [main] INFO  (NewsMailer.java:102) - NewWindowHeadingName=Qatar launches remote healthcare services NewWindowDate=April 01 2020
2020-04-14 16:27:36,569 +0530 [main] INFO  (NewsMailer.java:82) - Heading Number 39
2020-04-14 16:27:36,569 +0530 [main] INFO  (NewsMailer.java:83) - HeadingName=Online grocery stores hike delivery capacity Date=April 13 2020
2020-04-14 16:27:41,059 +0530 [main] INFO  (NewsMailer.java:102) - NewWindowHeadingName=Online grocery stores hike delivery capacity NewWindowDate=April 13 2020
2020-04-14 16:27:41,423 +0530 [main] INFO  (NewsMailer.java:82) - Heading Number 40
2020-04-14 16:27:41,423 +0530 [main] INFO  (NewsMailer.java:83) - HeadingName=Industrial Area intersections opened Date=April 13 2020
2020-04-14 16:27:45,884 +0530 [main] INFO  (NewsMailer.java:102) - NewWindowHeadingName=Industrial Area intersections opened NewWindowDate=April 13 2020
2020-04-14 16:27:46,253 +0530 [main] INFO  (NewsMailer.java:82) - Heading Number 41
2020-04-14 16:27:46,254 +0530 [main] INFO  (NewsMailer.java:83) - HeadingName=Industrial Area intersections opened Date=April 13 2020
2020-04-14 16:27:50,885 +0530 [main] INFO  (NewsMailer.java:102) - NewWindowHeadingName=Industrial Area intersections opened NewWindowDate=April 13 2020
2020-04-14 16:27:51,277 +0530 [main] INFO  (NewsMailer.java:82) - Heading Number 42
2020-04-14 16:27:51,277 +0530 [main] INFO  (NewsMailer.java:83) - HeadingName=Home delivery of medicines extended to all HMC patients Date=April 12 2020
2020-04-14 16:27:55,444 +0530 [main] INFO  (NewsMailer.java:102) - NewWindowHeadingName=Home delivery of medicines extended to all HMC patients NewWindowDate=April 12 2020
2020-04-14 16:27:55,811 +0530 [main] INFO  (NewsMailer.java:82) - Heading Number 43
2020-04-14 16:27:55,811 +0530 [main] INFO  (NewsMailer.java:83) - HeadingName=LuLu Hypermarket Qatar opens mobile stores in Industrial Area Date=April 09 2020
2020-04-14 16:28:00,184 +0530 [main] INFO  (NewsMailer.java:102) - NewWindowHeadingName=LuLu Hypermarket Qatar opens mobile stores in Industrial Area NewWindowDate=April 09 2020
2020-04-14 16:28:00,547 +0530 [main] INFO  (NewsMailer.java:82) - Heading Number 44
2020-04-14 16:28:00,548 +0530 [main] INFO  (NewsMailer.java:83) - HeadingName=Qatar Airways Cargo transports 50,000,000kg medical supplies, aid relief last month Date=April 08 2020
2020-04-14 16:28:04,806 +0530 [main] INFO  (NewsMailer.java:102) - NewWindowHeadingName=Qatar Airways Cargo transports 50,000,000kg medical supplies, aid relief last month NewWindowDate=April 08 2020
2020-04-14 16:28:05,164 +0530 [main] INFO  (NewsMailer.java:82) - Heading Number 45
2020-04-14 16:28:05,164 +0530 [main] INFO  (NewsMailer.java:83) - HeadingName=Strict measures in place at Qatar’s ports Date=April 07 2020
2020-04-14 16:28:09,752 +0530 [main] INFO  (NewsMailer.java:102) - NewWindowHeadingName=Strict measures in place at Qatar’s ports NewWindowDate=April 07 2020
2020-04-14 16:28:10,116 +0530 [main] INFO  (NewsMailer.java:82) - Heading Number 46
2020-04-14 16:28:10,117 +0530 [main] INFO  (NewsMailer.java:83) - HeadingName=Upgraded road, intersection open at Al Rayyan area Date=April 06 2020
2020-04-14 16:28:14,564 +0530 [main] INFO  (NewsMailer.java:102) - NewWindowHeadingName=Upgraded road, intersection open at Al Rayyan area NewWindowDate=April 06 2020
2020-04-14 16:28:14,934 +0530 [main] INFO  (NewsMailer.java:82) - Heading Number 47
2020-04-14 16:28:14,935 +0530 [main] INFO  (NewsMailer.java:83) - HeadingName=Ashghal opens new underpass and bridge on Mesaimeer Interchange Date=April 05 2020
2020-04-14 16:28:19,568 +0530 [main] INFO  (NewsMailer.java:102) - NewWindowHeadingName=Ashghal opens new underpass and bridge on Mesaimeer Interchange NewWindowDate=April 05 2020
2020-04-14 16:28:19,961 +0530 [main] INFO  (NewsMailer.java:82) - Heading Number 48
2020-04-14 16:28:19,962 +0530 [main] INFO  (NewsMailer.java:83) - HeadingName=Q-Tickets launches free delivery service to help combat Covid-19 Date=April 05 2020
2020-04-14 16:28:26,374 +0530 [main] INFO  (NewsMailer.java:102) - NewWindowHeadingName=Q-Tickets launches free delivery service to help combat Covid-19 NewWindowDate=April 05 2020
2020-04-14 16:28:26,808 +0530 [main] INFO  (NewsMailer.java:82) - Heading Number 49
2020-04-14 16:28:26,809 +0530 [main] INFO  (NewsMailer.java:83) - HeadingName=Kahramaa plans to open 100 electric car charging stations annually Date=April 04 2020
2020-04-14 16:28:31,415 +0530 [main] INFO  (NewsMailer.java:102) - NewWindowHeadingName=Kahramaa plans to open 100 electric car charging stations annually NewWindowDate=April 04 2020
2020-04-14 16:28:31,794 +0530 [main] INFO  (NewsMailer.java:82) - Heading Number 50
2020-04-14 16:28:31,795 +0530 [main] INFO  (NewsMailer.java:83) - HeadingName=Qatar Airways to operate 19 weekly freight-only flights through India Date=April 03 2020
2020-04-14 16:28:36,339 +0530 [main] INFO  (NewsMailer.java:102) - NewWindowHeadingName=Qatar Airways to operate 19 weekly freight-only flights through India NewWindowDate=April 03 2020
2020-04-14 16:28:36,713 +0530 [main] INFO  (NewsMailer.java:82) - Heading Number 51
2020-04-14 16:28:36,713 +0530 [main] INFO  (NewsMailer.java:83) - HeadingName=Ashghal project clocks up one million man-hours without loss time injury Date=April 02 2020
2020-04-14 16:28:40,939 +0530 [main] INFO  (NewsMailer.java:102) - NewWindowHeadingName=Ashghal project clocks up one million man-hours without loss time injury NewWindowDate=April 02 2020
2020-04-14 16:28:41,288 +0530 [main] INFO  (NewsMailer.java:82) - Heading Number 52
2020-04-14 16:28:41,288 +0530 [main] INFO  (NewsMailer.java:83) - HeadingName=Qatar ports post robust expansion in cargo, container volumes in March Date=April 01 2020
2020-04-14 16:28:45,683 +0530 [main] INFO  (NewsMailer.java:102) - NewWindowHeadingName=Qatar ports post robust expansion in cargo, container volumes in March NewWindowDate=April 01 2020
2020-04-14 16:28:48,644 +0530 [main] INFO  (NewsMailer.java:178) - **************2020/04/14 16:28:48**************
2020-04-14 16:28:48,645 +0530 [main] INFO  (Log.java:38) - XXXXXXXXXXXXXXXXXXXXX         -E---N---D-                XXXXXXXXXXXXXXXXXXXXXX
